"name","number","description","height","weight","types","abilities","evolution","legendary","mythical","baby","capture","habitat","generation","sprite","shiny"
"scyther","123","If you come across an area in a forest where a lot
of the trees have been cut down, what you’ve
found is a Scyther’s territory.","15","560","bug|flying","swarm|technician|steadfast","scyther|scizor","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/scyther.gif","https://projectpokemon.org/images/shiny-sprite/scyther.gif"
"jynx","124","Appears to move to a rhythm of its own, as if it
were dancing. It wiggles its hips as it walks.","14","406","ice|psychic","oblivious|forewarn|dry-skin","smoochum|jynx","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/jynx.gif","https://projectpokemon.org/images/shiny-sprite/jynx.gif"
"electabuzz","125","If a major power outage occurs, it is certain
that this Pokémon has eaten electricity
at a power plant.","11","300","electric","static|vital-spirit","elekid|electabuzz|electivire","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/electabuzz.gif","https://projectpokemon.org/images/shiny-sprite/electabuzz.gif"
"magmar","126","Born in an active volcano. Its body is
always cloaked in flames, so it looks like
a big ball of fire.","13","445","fire","flame-body|vital-spirit","magby|magmar|magmortar","False","False","False","45","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/magmar.gif","https://projectpokemon.org/images/shiny-sprite/magmar.gif"
"pinsir","127","This Pokémon clamps its pincers down on its prey
and then either splits the prey in half or flings
it away.","15","550","bug","hyper-cutter|mold-breaker|moxie","pinsir","False","False","False","45","forest","generation-i","https://projectpokemon.org/images/normal-sprite/pinsir.gif","https://projectpokemon.org/images/shiny-sprite/pinsir.gif"
"tauros","128","The Tauros of the Galar region are volatile in
nature, and they won’t allow people to ride on
their backs.","14","884","normal","intimidate|anger-point|sheer-force","tauros","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/tauros.gif","https://projectpokemon.org/images/shiny-sprite/tauros.gif"
"magikarp","129","This weak and pathetic Pokémon gets easily
pushed along rivers when there are strong currents.","9","100","water","swift-swim|rattled","magikarp|gyarados","False","False","False","255","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/magikarp.gif","https://projectpokemon.org/images/shiny-sprite/magikarp.gif"
"gyarados","130","Once it begins to rampage, a Gyarados will burn
everything down, even in a harsh storm.","65","2350","water|flying","intimidate|moxie","magikarp|gyarados","False","False","False","45","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/gyarados.gif","https://projectpokemon.org/images/shiny-sprite/gyarados.gif"
"lapras","131","It surrounds itself with a huge ring of gathered ice
particles. It uses the ring to smash any icebergs
that might impede its graceful swimming.","25","2200","water|ice","water-absorb|shell-armor|hydration","lapras","False","False","False","45","sea","generation-i","https://projectpokemon.org/images/normal-sprite/lapras.gif","https://projectpokemon.org/images/shiny-sprite/lapras.gif"
"ditto","132","When it encounters another Ditto, it will move
faster than normal to duplicate that opponent exactly.","3","40","normal","limber|imposter","ditto","False","False","False","35","urban","generation-i","https://projectpokemon.org/images/normal-sprite/ditto.gif","https://projectpokemon.org/images/shiny-sprite/ditto.gif"
"eevee","133","Thanks to its unstable genetic makeup, this
special Pokémon conceals many different
possible evolutions.","3","65","normal","run-away|adaptability|anticipation","eevee|vaporeon","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/eevee.gif","https://projectpokemon.org/images/shiny-sprite/eevee.gif"
"vaporeon","134","Its body’s cellular structure is similar to the
molecular composition of water. It can melt
invisibly in water.","10","290","water","water-absorb|hydration","eevee|vaporeon","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/vaporeon.gif","https://projectpokemon.org/images/shiny-sprite/vaporeon.gif"
"jolteon","135","It accumulates negative ions in the atmosphere to
blast out 10,000-volt lightning bolts.","8","245","electric","volt-absorb|quick-feet","eevee|vaporeon","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/jolteon.gif","https://projectpokemon.org/images/shiny-sprite/jolteon.gif"
"flareon","136","It stores some of the air it inhales in its internal
flame pouch, which heats it to over
3,000 degrees Fahrenheit.","9","250","fire","flash-fire|guts","eevee|vaporeon","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/flareon.gif","https://projectpokemon.org/images/shiny-sprite/flareon.gif"
"porygon","137","In recent years, this species has been very helpful
in cyberspace. These Pokémon will go around
checking to make sure no suspicious data exists.","8","365","normal","trace|download|analytic","porygon|porygon2|porygon-z","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/porygon.gif","https://projectpokemon.org/images/shiny-sprite/porygon.gif"
"omanyte","138","An ancient Pokémon that was recovered from
a fossil. It swam by cleverly twisting its
10 tentacles about.","4","75","rock|water","swift-swim|shell-armor|weak-armor","omanyte|omastar","False","False","False","45","sea","generation-i","https://projectpokemon.org/images/normal-sprite/omanyte.gif","https://projectpokemon.org/images/shiny-sprite/omanyte.gif"
"omastar","139","Its sharp beak rings its mouth. Its shell was too
big for it to move freely, so it became extinct.","10","350","rock|water","swift-swim|shell-armor|weak-armor","omanyte|omastar","False","False","False","45","sea","generation-i","https://projectpokemon.org/images/normal-sprite/omastar.gif","https://projectpokemon.org/images/shiny-sprite/omastar.gif"
"kabuto","140","A Pokémon that was recovered from a fossil.
It used the eyes on its back while hiding
on the seafloor.","5","115","rock|water","swift-swim|battle-armor|weak-armor","kabuto|kabutops","False","False","False","45","sea","generation-i","https://projectpokemon.org/images/normal-sprite/kabuto.gif","https://projectpokemon.org/images/shiny-sprite/kabuto.gif"
"kabutops","141","A slim and fast swimmer. It sliced its prey with
its sharp sickles and drank the body fluids.","13","405","rock|water","swift-swim|battle-armor|weak-armor","kabuto|kabutops","False","False","False","45","sea","generation-i","https://projectpokemon.org/images/normal-sprite/kabutops.gif","https://projectpokemon.org/images/shiny-sprite/kabutops.gif"
"aerodactyl","142","The power of Mega Evolution has completely
restored its genes. The rocks on its body are
harder than diamond.","18","590","rock|flying","rock-head|pressure|unnerve","aerodactyl","False","False","False","45","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/aerodactyl.gif","https://projectpokemon.org/images/shiny-sprite/aerodactyl.gif"
"snorlax","143","This Pokémon’s stomach is so strong, even eating
moldy or rotten food will not affect it.","21","4600","normal","immunity|thick-fat|gluttony","munchlax|snorlax","False","False","False","25","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/snorlax.gif","https://projectpokemon.org/images/shiny-sprite/snorlax.gif"
"articuno","144","A legendary bird Pokémon. It freezes water
that is contained in winter air and makes it snow.","17","554","ice|flying","pressure|snow-cloak","articuno","True","False","False","3","rare","generation-i","https://projectpokemon.org/images/normal-sprite/articuno.gif","https://projectpokemon.org/images/shiny-sprite/articuno.gif"
"zapdos","145","This legendary bird Pokémon is said to
appear when the sky turns dark and lightning
showers down.","16","526","electric|flying","pressure|static","zapdos","True","False","False","3","rare","generation-i","https://projectpokemon.org/images/normal-sprite/zapdos.gif","https://projectpokemon.org/images/shiny-sprite/zapdos.gif"
"moltres","146","A legendary bird Pokémon. As it flaps its
flaming wings, even the night sky will turn red.","20","600","fire|flying","pressure|flame-body","moltres","True","False","False","3","rare","generation-i","https://projectpokemon.org/images/normal-sprite/moltres.gif","https://projectpokemon.org/images/shiny-sprite/moltres.gif"
"dratini","147","Long thought to be a myth, this Pokémon’s
existence was only recently confirmed by a
fisherman who caught one.","18","33","dragon","shed-skin|marvel-scale","dratini|dragonair|dragonite","False","False","False","45","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/dratini.gif","https://projectpokemon.org/images/shiny-sprite/dratini.gif"
"dragonair","148","According to a witness, its body was surrounded
by a strange aura that gave it a mystical look.","40","165","dragon","shed-skin|marvel-scale","dratini|dragonair|dragonite","False","False","False","45","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/dragonair.gif","https://projectpokemon.org/images/shiny-sprite/dragonair.gif"
"dragonite","149","It is said that this Pokémon lives somewhere
in the sea and that it flies. However, these are
only rumors.","22","2100","dragon|flying","inner-focus|multiscale","dratini|dragonair|dragonite","False","False","False","45","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/dragonite.gif","https://projectpokemon.org/images/shiny-sprite/dragonite.gif"
"mewtwo","150","Psychic power has augmented its muscles.
It has a grip strength of one ton and can sprint
a hundred meters in two seconds flat!","20","1220","psychic","pressure|unnerve","mewtwo","True","False","False","3","rare","generation-i","https://projectpokemon.org/images/normal-sprite/mewtwo.gif","https://projectpokemon.org/images/shiny-sprite/mewtwo.gif"
"mew","151","When viewed through a microscope, this
Pokémon’s short, fine, delicate hair can be seen.","4","40","psychic","synchronize","mew","False","True","False","45","rare","generation-i","https://projectpokemon.org/images/normal-sprite/mew.gif","https://projectpokemon.org/images/shiny-sprite/mew.gif"
"chikorita","152","In battle, Chikorita waves its leaf around to keep the foe at
bay. However, a sweet fragrance also wafts from the leaf,
becalming the battling Pokémon and creating a cozy,
friendly atmosphere all around.","9","64","grass","overgrow|leaf-guard","chikorita|bayleef|meganium","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/chikorita.gif","https://projectpokemon.org/images/shiny-sprite/chikorita.gif"
"bayleef","153","Bayleef’s neck is ringed by curled-up leaves. Inside each
tubular leaf is a small shoot of a tree. The fragrance of this
shoot makes people peppy.","12","158","grass","overgrow|leaf-guard","chikorita|bayleef|meganium","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/bayleef.gif","https://projectpokemon.org/images/shiny-sprite/bayleef.gif"
"meganium","154","The fragrance of Meganium’s flower soothes and calms
emotions. In battle, this Pokémon gives off more of its
becalming scent to blunt the foe’s fighting spirit.","18","1005","grass","overgrow|leaf-guard","chikorita|bayleef|meganium","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/meganium.gif","https://projectpokemon.org/images/shiny-sprite/meganium.gif"
"cyndaquil","155","Cyndaquil protects itself by flaring up the flames on its back.
The flames are vigorous if the Pokémon is angry. However, if it
is tired, the flames splutter fitfully with incomplete combustion.","5","79","fire","blaze|flash-fire","cyndaquil|quilava|typhlosion","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/cyndaquil.gif","https://projectpokemon.org/images/shiny-sprite/cyndaquil.gif"
"quilava","156","Quilava keeps its foes at bay with the intensity of its flames
and gusts of superheated air. This Pokémon applies its
outstanding nimbleness to dodge attacks even while scorching
the foe with flames.","9","190","fire","blaze|flash-fire","cyndaquil|quilava|typhlosion","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/quilava.gif","https://projectpokemon.org/images/shiny-sprite/quilava.gif"
"typhlosion","157","Typhlosion obscures itself behind a shimmering heat haze that
it creates using its intensely hot flames. This Pokémon creates
blazing explosive blasts that burn everything to cinders.","17","795","fire","blaze|flash-fire","cyndaquil|quilava|typhlosion","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/typhlosion.gif","https://projectpokemon.org/images/shiny-sprite/typhlosion.gif"
"totodile","158","Despite the smallness of its body, Totodile’s jaws are very
powerful. While the Pokémon may think it is just playfully
nipping, its bite has enough power to cause serious injury.","6","95","water","torrent|sheer-force","totodile|croconaw|feraligatr","False","False","False","45","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/totodile.gif","https://projectpokemon.org/images/shiny-sprite/totodile.gif"
"croconaw","159","Once Croconaw has clamped its jaws on its foe, it will
absolutely not let go. Because the tips of its fangs are
forked back like barbed fishhooks, they become impossible
to remove when they have sunk in.","11","250","water","torrent|sheer-force","totodile|croconaw|feraligatr","False","False","False","45","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/croconaw.gif","https://projectpokemon.org/images/shiny-sprite/croconaw.gif"
"feraligatr","160","Feraligatr intimidates its foes by opening its huge mouth.
In battle, it will kick the ground hard with its thick and powerful
hind legs to charge at the foe at an incredible speed.","23","888","water","torrent|sheer-force","totodile|croconaw|feraligatr","False","False","False","45","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/feraligatr.gif","https://projectpokemon.org/images/shiny-sprite/feraligatr.gif"
"sentret","161","When Sentret sleeps, it does so while another stands guard.
The sentry wakes the others at the first sign of danger. When
this Pokémon becomes separated from its pack, it becomes
incapable of sleep due to fear.","8","60","normal","run-away|keen-eye|frisk","sentret|furret","False","False","False","255","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/sentret.gif","https://projectpokemon.org/images/shiny-sprite/sentret.gif"
"furret","162","Furret has a very slim build. When under attack, it can slickly
squirm through narrow spaces and get away. In spite of its
short limbs, this Pokémon is very nimble and fleet.","18","325","normal","run-away|keen-eye|frisk","sentret|furret","False","False","False","90","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/furret.gif","https://projectpokemon.org/images/shiny-sprite/furret.gif"
"hoothoot","163","It begins to hoot at the same time every day.
Some Trainers use them in place of clocks.","7","212","normal|flying","insomnia|keen-eye|tinted-lens","hoothoot|noctowl","False","False","False","255","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/hoothoot.gif","https://projectpokemon.org/images/shiny-sprite/hoothoot.gif"
"noctowl","164","When it needs to think, it rotates its head
180 degrees to sharpen its intellectual power.","16","408","normal|flying","insomnia|keen-eye|tinted-lens","hoothoot|noctowl","False","False","False","90","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/noctowl.gif","https://projectpokemon.org/images/shiny-sprite/noctowl.gif"
"ledyba","165","These very cowardly Pokémon join together and
use Reflect to protect their nest.","10","108","bug|flying","swarm|early-bird|rattled","ledyba|ledian","False","False","False","255","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/ledyba.gif","https://projectpokemon.org/images/shiny-sprite/ledyba.gif"
"ledian","166","It flies through the night sky, sprinkling sparkly
dust. According to some, if that dust sticks to
you, good things will happen to you.","14","356","bug|flying","swarm|early-bird|iron-fist","ledyba|ledian","False","False","False","90","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/ledian.gif","https://projectpokemon.org/images/shiny-sprite/ledian.gif"
"spinarak","167","Although the poison from its fangs isn’t that
strong, it’s potent enough to weaken prey that
gets caught in its web.","5","85","bug|poison","swarm|insomnia|sniper","spinarak|ariados","False","False","False","255","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/spinarak.gif","https://projectpokemon.org/images/shiny-sprite/spinarak.gif"
"ariados","168","It spews threads from its mouth to catch its
prey. When night falls, it leaves its web to go
hunt aggressively.","11","335","bug|poison","swarm|insomnia|sniper","spinarak|ariados","False","False","False","90","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/ariados.gif","https://projectpokemon.org/images/shiny-sprite/ariados.gif"
"crobat","169","It feeds on the blood of living people and
Pokémon. If it can’t drink any blood for even a
short while, it becomes weak and unable to fly.","18","750","poison|flying","inner-focus|infiltrator","zubat|golbat|crobat","False","False","False","90","cave","generation-ii","https://projectpokemon.org/images/normal-sprite/crobat.gif","https://projectpokemon.org/images/shiny-sprite/crobat.gif"
"chinchou","170","On the dark ocean floor, its only means of
communication is its constantly flashing lights.","5","120","water|electric","volt-absorb|illuminate|water-absorb","chinchou|lanturn","False","False","False","190","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/chinchou.gif","https://projectpokemon.org/images/shiny-sprite/chinchou.gif"
"lanturn","171","This Pokémon flashes a bright light that blinds
its prey. This creates an opening for it to deliver
an electrical attack.","12","225","water|electric","volt-absorb|illuminate|water-absorb","chinchou|lanturn","False","False","False","75","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/lanturn.gif","https://projectpokemon.org/images/shiny-sprite/lanturn.gif"
"pichu","172","The electric sacs in its cheeks are small. If even a
little electricity leaks, it becomes shocked.","3","20","electric","static|lightning-rod","pichu|pikachu|raichu","False","False","True","190","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/pichu.gif","https://projectpokemon.org/images/shiny-sprite/pichu.gif"
"cleffa","173","Because of its unusual, starlike silhouette, people
believe that it came here on a meteor.","3","30","fairy","cute-charm|magic-guard|friend-guard","cleffa|clefairy|clefable","False","False","True","150","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/cleffa.gif","https://projectpokemon.org/images/shiny-sprite/cleffa.gif"
"igglybuff","174","Taking advantage of the softness of its body,
Igglybuff moves as if bouncing. Its body turns a
deep pink when its temperature rises.","3","10","normal|fairy","cute-charm|competitive|friend-guard","igglybuff|jigglypuff|wigglytuff","False","False","True","170","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/igglybuff.gif","https://projectpokemon.org/images/shiny-sprite/igglybuff.gif"
"togepi","175","It is considered to be a symbol of good luck.
Its shell is said to be filled with happiness.","3","15","fairy","hustle|serene-grace|super-luck","togepi|togetic|togekiss","False","False","True","190","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/togepi.gif","https://projectpokemon.org/images/shiny-sprite/togepi.gif"
"togetic","176","It grows dispirited if it is not with kind people.
It can float in midair without moving its wings.","6","32","fairy|flying","hustle|serene-grace|super-luck","togepi|togetic|togekiss","False","False","False","75","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/togetic.gif","https://projectpokemon.org/images/shiny-sprite/togetic.gif"
"natu","177","Because its wings aren’t yet fully grown, it has to
hop to get around. It is always staring
at something.","2","20","psychic|flying","synchronize|early-bird|magic-bounce","natu|xatu","False","False","False","190","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/natu.gif","https://projectpokemon.org/images/shiny-sprite/natu.gif"
"xatu","178","This odd Pokémon can see both the past and
the future. It eyes the sun’s movement all day.","15","150","psychic|flying","synchronize|early-bird|magic-bounce","natu|xatu","False","False","False","75","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/xatu.gif","https://projectpokemon.org/images/shiny-sprite/xatu.gif"
"mareep","179","Rubbing its fleece generates electricity.
You’ll want to pet it because it’s cute, but if you
use your bare hand, you’ll get a painful shock.","6","78","electric","static|plus","mareep|flaaffy|ampharos","False","False","False","235","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/mareep.gif","https://projectpokemon.org/images/shiny-sprite/mareep.gif"
"flaaffy","180","It stores electricity in its fluffy fleece. If it
stores up too much, it will start to go bald in
those patches.","8","133","electric","static|plus","mareep|flaaffy|ampharos","False","False","False","120","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/flaaffy.gif","https://projectpokemon.org/images/shiny-sprite/flaaffy.gif"
"ampharos","181","Its tail shines bright and strong. It has been
prized since long ago as a beacon for sailors.","14","615","electric","static|plus","mareep|flaaffy|ampharos","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/ampharos.gif","https://projectpokemon.org/images/shiny-sprite/ampharos.gif"
"bellossom","182","Bellossom gather at times and appear to dance.
They say that the dance is a ritual to summon
the sun.","4","58","grass","chlorophyll|healer","oddish|gloom|vileplume","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/bellossom.gif","https://projectpokemon.org/images/shiny-sprite/bellossom.gif"
"marill","183","Even after Marill swims in a cold sea, its water-
repellent fur dries almost as soon as Marill leaves
the water. That’s why this Pokémon is never cold.","4","85","water|fairy","thick-fat|huge-power|sap-sipper","azurill|marill|azumarill","False","False","False","190","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/marill.gif","https://projectpokemon.org/images/shiny-sprite/marill.gif"
"azumarill","184","These Pokémon create air-filled bubbles. When
Azurill play in rivers, Azumarill will cover them
with these bubbles.","8","285","water|fairy","thick-fat|huge-power|sap-sipper","azurill|marill|azumarill","False","False","False","75","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/azumarill.gif","https://projectpokemon.org/images/shiny-sprite/azumarill.gif"
"sudowoodo","185","It disguises itself as a tree to avoid attack. It hates
water, so it will disappear if it starts raining.","12","380","rock","sturdy|rock-head|rattled","bonsly|sudowoodo","False","False","False","65","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/sudowoodo.gif","https://projectpokemon.org/images/shiny-sprite/sudowoodo.gif"
"politoed","186","The cry of a male is louder than that of a female.
Male Politoed with deep, menacing voices find
more popularity with the opposite gender.","11","339","water","water-absorb|damp|drizzle","poliwag|poliwhirl|poliwrath","False","False","False","45","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/politoed.gif","https://projectpokemon.org/images/shiny-sprite/politoed.gif"
"hoppip","187","This Pokémon drifts and floats with the wind. If it senses the
approach of strong winds, Hoppip links its leaves with other
Hoppip to prepare against being blown away.","4","5","grass|flying","chlorophyll|leaf-guard|infiltrator","hoppip|skiploom|jumpluff","False","False","False","255","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/hoppip.gif","https://projectpokemon.org/images/shiny-sprite/hoppip.gif"
"skiploom","188","Skiploom’s flower blossoms when the temperature rises
above 64 degrees Fahrenheit. How much the flower opens
depends on the temperature. For that reason, this Pokémon
is sometimes used as a thermometer.","6","10","grass|flying","chlorophyll|leaf-guard|infiltrator","hoppip|skiploom|jumpluff","False","False","False","120","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/skiploom.gif","https://projectpokemon.org/images/shiny-sprite/skiploom.gif"
"jumpluff","189","Jumpluff rides warm southern winds to cross the sea and fly to
foreign lands. The Pokémon descends to the ground when it
encounters cold air while it is floating.","8","30","grass|flying","chlorophyll|leaf-guard|infiltrator","hoppip|skiploom|jumpluff","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/jumpluff.gif","https://projectpokemon.org/images/shiny-sprite/jumpluff.gif"
"aipom","190","It searches for prey from the tops of trees.
When it spots its favorite food, Bounsweet,
Aipom gets excited and pounces.","8","115","normal","run-away|pickup|skill-link","aipom|ambipom","False","False","False","45","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/aipom.gif","https://projectpokemon.org/images/shiny-sprite/aipom.gif"
"sunkern","191","Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew.","3","18","grass","chlorophyll|solar-power|early-bird","sunkern|sunflora","False","False","False","235","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/sunkern.gif","https://projectpokemon.org/images/shiny-sprite/sunkern.gif"
"sunflora","192","Sunflora converts solar energy into nutrition. It moves around
actively in the daytime when it is warm. It stops moving as
soon as the sun goes down for the night.","8","85","grass","chlorophyll|solar-power|early-bird","sunkern|sunflora","False","False","False","120","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/sunflora.gif","https://projectpokemon.org/images/shiny-sprite/sunflora.gif"
"yanma","193","Yanma is capable of seeing 360 degrees without having to
move its eyes. It is a great flier that is adept at making sudden
stops and turning midair. This Pokémon uses its flying ability
to quickly chase down targeted prey.","12","380","bug|flying","speed-boost|compound-eyes|frisk","yanma|yanmega","False","False","False","75","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/yanma.gif","https://projectpokemon.org/images/shiny-sprite/yanma.gif"
"wooper","194","When walking on land, it covers its body with a
poisonous film that keeps its skin from dehydrating.","4","85","water|ground","damp|water-absorb|unaware","wooper|quagsire","False","False","False","255","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/wooper.gif","https://projectpokemon.org/images/shiny-sprite/wooper.gif"
"quagsire","195","Its body is always slimy. It often bangs its head
on the river bottom as it swims but seems not
to care.","14","750","water|ground","damp|water-absorb|unaware","wooper|quagsire","False","False","False","90","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/quagsire.gif","https://projectpokemon.org/images/shiny-sprite/quagsire.gif"
"espeon","196","It unleashes psychic power from the orb on its
forehead. When its power is exhausted, the orb
grows dull and dark.","9","265","psychic","synchronize|magic-bounce","eevee|vaporeon","False","False","False","45","urban","generation-ii","https://projectpokemon.org/images/normal-sprite/espeon.gif","https://projectpokemon.org/images/shiny-sprite/espeon.gif"
"umbreon","197","On the night of a full moon, or when it gets
excited, the ring patterns on its body glow yellow.","10","270","dark","synchronize|inner-focus","eevee|vaporeon","False","False","False","45","urban","generation-ii","https://projectpokemon.org/images/normal-sprite/umbreon.gif","https://projectpokemon.org/images/shiny-sprite/umbreon.gif"
"murkrow","198","It searches for shiny things for its boss.
Murkrow’s presence is said to be unlucky, so
many people detest it.","5","21","dark|flying","insomnia|super-luck|prankster","murkrow|honchkrow","False","False","False","30","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/murkrow.gif","https://projectpokemon.org/images/shiny-sprite/murkrow.gif"
"slowking","199","Slowking can solve any problem presented to it,
but no one can understand a thing Slowking says.","20","795","water|psychic","oblivious|own-tempo|regenerator","slowpoke|slowbro","False","False","False","70","waters-edge","generation-ii","https://projectpokemon.org/images/normal-sprite/slowking.gif","https://projectpokemon.org/images/shiny-sprite/slowking.gif"
"misdreavus","200","What makes it happy is imitating the voices of
weeping people and scaring everyone. It doesn’t
deal well with folks who aren’t easily frightened.","7","10","ghost","levitate","misdreavus|mismagius","False","False","False","45","cave","generation-ii","https://projectpokemon.org/images/normal-sprite/misdreavus.gif","https://projectpokemon.org/images/shiny-sprite/misdreavus.gif"
"unown","201","This Pokémon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known.","5","50","psychic","levitate","unown","False","False","False","225","rare","generation-ii","https://projectpokemon.org/images/normal-sprite/unown.gif","https://projectpokemon.org/images/shiny-sprite/unown.gif"
"wobbuffet","202","To keep its pitch-black tail hidden, it lives quietly
in the darkness. It is never first to attack.","13","285","psychic","shadow-tag|telepathy","wynaut|wobbuffet","False","False","False","45","cave","generation-ii","https://projectpokemon.org/images/normal-sprite/wobbuffet.gif","https://projectpokemon.org/images/shiny-sprite/wobbuffet.gif"
"girafarig","203","Girafarig’s rear head contains a tiny brain that is too small for
thinking. However, the rear head doesn’t need to sleep, so it
can keep watch over its surroundings 24 hours a day.","15","415","normal|psychic","inner-focus|early-bird|sap-sipper","girafarig","False","False","False","60","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/girafarig.gif","https://projectpokemon.org/images/shiny-sprite/girafarig.gif"
"pineco","204","It sticks tree bark to itself with its saliva,
making itself thicker and larger. Elderly Pineco
are ridiculously huge.","6","72","bug","sturdy|overcoat","pineco|forretress","False","False","False","190","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/pineco.gif","https://projectpokemon.org/images/shiny-sprite/pineco.gif"
"forretress","205","In the moment that it gulps down its prey, the
inside of its shell is exposed, but to this day,
no one has ever seen that sight.","12","1258","bug|steel","sturdy|overcoat","pineco|forretress","False","False","False","75","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/forretress.gif","https://projectpokemon.org/images/shiny-sprite/forretress.gif"
"dunsparce","206","The nests Dunsparce live in are mazes of tunnels.
They never get lost in their own nests—they can
tell where they are by the scent of the dirt.","15","140","normal","serene-grace|run-away|rattled","dunsparce","False","False","False","190","cave","generation-ii","https://projectpokemon.org/images/normal-sprite/dunsparce.gif","https://projectpokemon.org/images/shiny-sprite/dunsparce.gif"
"gligar","207","Gligar glides through the air without a sound as if it were
sliding. This Pokémon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb.","11","648","ground|flying","hyper-cutter|sand-veil|immunity","gligar|gliscor","False","False","False","60","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/gligar.gif","https://projectpokemon.org/images/shiny-sprite/gligar.gif"
"steelix","208","It is thought its body transformed as a result of
iron accumulating internally from swallowing soil.","92","4000","steel|ground","rock-head|sturdy|sheer-force","onix|steelix","False","False","False","25","cave","generation-ii","https://projectpokemon.org/images/normal-sprite/steelix.gif","https://projectpokemon.org/images/shiny-sprite/steelix.gif"
